strain	submitting_lab	originating_lab	virus	segment
A/NewYork/166/1999	other_database_import		h3n2	ha
A/NewYork/432/2000	other_database_import		h3n2	ha
A/Denmark/200/2000	other_database_import		h3n2	ha
A/NewYork/438/2000	other_database_import		h3n2	ha
A/NewYork/173/2000	other_database_import		h3n2	ha
A/NewYork/426/1999	other_database_import		h3n2	ha
A/Denmark/204/2000	other_database_import		h3n2	ha
A/NewYork/154/2000	other_database_import		h3n2	ha
A/NewYork/180/2000	other_database_import		h3n2	ha
A/NewYork/162/2000	other_database_import		h3n2	ha
A/Denmark/38/2000	other_database_import		h3n2	ha
A/NewYork/189/1999	other_database_import		h3n2	ha
A/Denmark/35/2000	other_database_import		h3n2	ha
A/HongKong/CUHK22163/2000	other_database_import		h3n2	ha
A/HongKong/CUHK22078/2000	other_database_import		h3n2	ha
A/NewYork/150/2000	other_database_import		h3n2	ha
A/SouthAfrica/57/2000-egg	other_database_import		h3n2	ha
A/NewYork/185/1999	other_database_import		h3n2	ha
A/NewYork/165/2000	other_database_import		h3n2	ha
A/Denmark/203/2000	other_database_import		h3n2	ha
A/NewYork/142/2000	other_database_import		h3n2	ha
A/NewYork/437/2000	other_database_import		h3n2	ha
A/NewYork/152/2000	other_database_import		h3n2	ha
A/HongKong/CUHK20169/2000	other_database_import		h3n2	ha
A/NewYork/439/2000	other_database_import		h3n2	ha
A/Denmark/207/2000	other_database_import		h3n2	ha
A/Denmark/208/2000	other_database_import		h3n2	ha
A/HongKong/CUHK20300/2000	other_database_import		h3n2	ha
A/Denmark/206/2000	other_database_import		h3n2	ha
A/Malaysia/10675/1996	other_database_import		h3n2	ha
A/Malaysia/10879/1996	other_database_import		h3n2	ha
A/Malaysia/10807/1996	other_database_import		h3n2	ha
A/Malaysia/12550/1997	other_database_import		h3n2	ha
A/Malaysia/12766/1997	other_database_import		h3n2	ha
A/Townsville/2/1999	other_database_import	queensland_health_forensic_and_scientific_services_	h3n2	ha
A/NewSouthWales/6/1999	other_database_import		h3n2	ha
A/NewSouthWales/8/1999	other_database_import		h3n2	ha
A/NewSouthWales/3/1999	other_database_import		h3n2	ha
A/NewSouthWales/7/1999	other_database_import		h3n2	ha
A/NewSouthWales/17/1999	other_database_import		h3n2	ha
A/NewSouthWales/22/1999	other_database_import		h3n2	ha
A/Victoria/577/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre	h3n2	ha
A/Victoria/577/1999	who_collaborating_centre_for_reference_and_research_on_influenza	monash_medical_centre	h3n2	ha
A/Malaysia/10969/1996	other_database_import		h3n2	ha
A/Malaysia/10970/1996	other_database_import		h3n2	ha
A/Malaysia/10717/1996	other_database_import		h3n2	ha
A/Malaysia/12974/1997	other_database_import		h3n2	ha
A/Malaysia/10816/1996	other_database_import		h3n2	ha
A/HongKong/CUHK51424/2001	other_database_import		h3n2	ha
A/Indonesia/3215/2002	who_collaborating_centre_for_reference_and_research_on_influenza	u.s._namru_2___indonesia	h3n2	ha
A/Indonesia/3226/2002	who_collaborating_centre_for_reference_and_research_on_influenza	u.s._namru_2___indonesia	h3n2	ha
A/Indonesia/698/2002	who_collaborating_centre_for_reference_and_research_on_influenza	u.s._namru_2___indonesia	h3n2	ha
A/NewYork/288/1999	other_database_import		h3n2	ha
A/California/4/2000	other_database_import		h3n2	ha
A/NewYork/260/1999	other_database_import		h3n2	ha
A/NewYork/340/1999	other_database_import		h3n2	ha
A/Panama/2007/1999	other_database_import	u.s._air_force_school_of_aerospace_medicine	h3n2	ha
A/Panama/2007/1999-egg	centers_for_disease_control_and_prevention	u.s._air_force_school_of_aerospace_medicine	h3n2	ha
A/Argentina/1/2002-egg	who_collaborating_centre_for_reference_and_research_on_influenza	who_collaborating_centre_for_reference_and_research_on_influenza	h3n2	ha
A/Argentina/1/2002	other_database_import	who_collaborating_centre_for_reference_and_research_on_influenza	h3n2	ha
A/NewYork/311/1999	other_database_import		h3n2	ha
A/NewYork/317/1999	other_database_import		h3n2	ha
A/NewYork/249/1998	other_database_import		h3n2	ha
A/NewYork/304/1998	other_database_import		h3n2	ha
A/NewYork/331/1999	other_database_import		h3n2	ha
A/NewYork/264/1999	other_database_import		h3n2	ha
A/NewYork/224/1998	other_database_import		h3n2	ha
A/NewYork/313/1998	other_database_import		h3n2	ha
A/NewSouthWales/16/1999	other_database_import		h3n2	ha
A/NewSouthWales/13/1999	other_database_import		h3n2	ha
A/NewSouthWales/2/1999	other_database_import		h3n2	ha
A/NewSouthWales/20/1999	other_database_import		h3n2	ha
A/NewSouthWales/21/1999	other_database_import		h3n2	ha
A/Netherlands/301/1999	erasmus_medical_center	erasmus_medical_center	h3n2	ha
A/NewYork/137/1999	other_database_import		h3n2	ha
A/NewYork/435/2000	other_database_import		h3n2	ha
A/NewYork/423/1999	other_database_import		h3n2	ha
A/Philippines/26/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine	h3n2	ha
A/Philippines/26A/1999-egg	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine	h3n2	ha
A/WesternAustralia/13/2001	other_database_import		h3n2	ha
A/Netherlands/51/2000	erasmus_medical_center	erasmus_medical_center	h3n2	ha
A/Fujian/140/2000-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention	h3n2	ha
A/Fujian/140/2000	other_database_import	centers_for_disease_control_and_prevention	h3n2	ha
A/Christchurch/39/2000	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	h3n2	ha
A/Wellington/9/2000	other_database_import		h3n2	ha
A/Canterbury/96/2000	other_database_import		h3n2	ha
A/SouthAustralia/72/2000	other_database_import		h3n2	ha
A/SouthAustralia/76/2000	other_database_import		h3n2	ha
A/SouthAustralia/77/2000	other_database_import		h3n2	ha
A/Waikato/17/2000	other_database_import	institute_of_environmental_science_and_research_(esr)	h3n2	ha
A/Waikato/4/2000	other_database_import		h3n2	ha
A/Sydney/278/2000	who_collaborating_centre_for_reference_and_research_on_influenza	prince_of_wales_hospital	h3n2	ha
A/WesternAustralia/5/2000	other_database_import		h3n2	ha
A/WesternAustralia/9/2000	other_database_import		h3n2	ha
A/Brisbane/57/2000	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	h3n2	ha
A/Wellington/30/2000	other_database_import		h3n2	ha
A/WesternAustralia/8/2000	other_database_import		h3n2	ha
A/WesternAustralia/2/2000	other_database_import		h3n2	ha
A/NewSouthWales/27/2000	other_database_import		h3n2	ha
A/Auckland/598/2000	other_database_import		h3n2	ha
A/Perth/201/2001-egg	ha	seasonal_h3n2	h3n2	ha
A/SouthAustralia/66/2000	other_database_import		h3n2	ha
A/NewSouthWales/28/2000	other_database_import		h3n2	ha
A/NewSouthWales/25/2000	other_database_import		h3n2	ha
A/NewSouthWales/29/2000	other_database_import		h3n2	ha
A/Canterbury/67/2000	other_database_import		h3n2	ha
A/NewSouthWales/33/2000	other_database_import		h3n2	ha
A/Canterbury/71/2000	other_database_import		h3n2	ha
A/Canterbury/85/2000	other_database_import		h3n2	ha
A/Perth/201/2001	other_database_import		h3n2	ha
A/Canterbury/68/2000	other_database_import		h3n2	ha
A/SouthAustralia/16/2000	other_database_import		h3n2	ha
A/SouthAustralia/11/2000	other_database_import		h3n2	ha
A/SouthAustralia/80/2000	other_database_import		h3n2	ha
A/Auckland/593/2000	other_database_import		h3n2	ha
A/Canterbury/88/2000	other_database_import		h3n2	ha
A/Waikato/20/2000	other_database_import		h3n2	ha
A/Netherlands/126/2001	other_database_import		h3n2	ha
A/HongKong/CUHK22644/2001	other_database_import		h3n2	ha
A/HongKong/CUHK21421/2001	other_database_import		h3n2	ha
A/HongKong/CUHK21675/2001	other_database_import		h3n2	ha
A/HongKong/CUHK21891/2001	other_database_import		h3n2	ha
A/HongKong/CUHK21733/2001	other_database_import		h3n2	ha
A/Waikato/1/2001	other_database_import	institute_of_environmental_science_and_research_(esr)	h3n2	ha
A/Canterbury/10/2001	other_database_import		h3n2	ha
A/Canterbury/37/2001	other_database_import		h3n2	ha
A/Canterbury/44/2001	other_database_import		h3n2	ha
A/Canterbury/43/2001	other_database_import		h3n2	ha
A/WestCoast/32/2001	other_database_import		h3n2	ha
A/WestCoast/28/2001	other_database_import		h3n2	ha
A/WestCoast/55/2001	other_database_import		h3n2	ha
A/NewYork/454/1999	other_database_import		h3n2	ha
A/NewYork/330/1998	other_database_import		h3n2	ha
A/NewYork/326/1999	other_database_import		h3n2	ha
A/NewYork/321/1999	other_database_import		h3n2	ha
A/NewYork/282/1999	other_database_import		h3n2	ha
A/NewYork/285/1999	other_database_import		h3n2	ha
A/NewYork/279/1999	other_database_import		h3n2	ha
A/NewYork/254/1998	other_database_import		h3n2	ha
A/NewYork/453/1999	other_database_import		h3n2	ha
A/NewYork/328/1998	other_database_import		h3n2	ha
A/NewYork/240/1998	other_database_import		h3n2	ha
A/NewYork/284/1999	other_database_import		h3n2	ha
A/NewYork/257/1999	other_database_import		h3n2	ha
A/NewYork/262/1999	other_database_import		h3n2	ha
A/NewYork/338/1999	other_database_import		h3n2	ha
A/NewYork/256/1998	other_database_import		h3n2	ha
A/NewYork/332/1999	other_database_import		h3n2	ha
A/NewYork/329/1999	other_database_import		h3n2	ha
A/NewYork/320/1999	other_database_import		h3n2	ha
A/HongKong/CUHK33915/1999	other_database_import		h3n2	ha
A/NewYork/197/2003	other_database_import		h3n2	ha
A/NewYork/194/2003	other_database_import		h3n2	ha
A/NewYork/195/2003	other_database_import		h3n2	ha
A/Chile/8266a/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention	h3n2	ha
A/Netherlands/88/2003	other_database_import		h3n2	ha
A/Brisbane/3/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_scientific_services	h3n2	ha
A/Brisbane/3/2003	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_scientific_services	h3n2	ha
A/HongKong/CUHK13658/2001	other_database_import		h3n2	ha
A/HongKong/CUHK28038/2000	other_database_import		h3n2	ha
A/Toulouse/878/2001	national_institute_for_medical_research	crr_virus_influenza_region_sud	h3n2	ha
A/Netherlands/1/2002	other_database_import		h3n2	ha
A/Netherlands/118/2001	erasmus_medical_center	erasmus_medical_center	h3n2	ha
A/NewYork/301/2001	other_database_import		h3n2	ha
A/SouthAustralia/53/2001	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_medical_and_veterinary_science_(imvs)	h3n2	ha
A/WesternAustralia/14/2001	other_database_import		h3n2	ha
A/Queensland/19/2001	other_database_import		h3n2	ha
A/Queensland/12/2001	other_database_import		h3n2	ha
A/Georgia/NHRC0001/2002	other_database_import		h3n2	ha
A/Illinois/NHRC0001/2002	other_database_import		h3n2	ha
A/NewYork/122/2002	other_database_import		h3n2	ha
A/NewYork/75/2002	other_database_import		h3n2	ha
A/NewYork/117/2002	other_database_import		h3n2	ha
A/Egypt/130/2002-egg	national_institute_for_medical_research	vacsera	h3n2	ha
A/Sydney/44/2001	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim	h3n2	ha
A/NewYork/76/2002	other_database_import		h3n2	ha
A/Malaysia/22387/2002	other_database_import		h3n2	ha
A/NewYork/406/2002	other_database_import		h3n2	ha
A/NewYork/128/2002	other_database_import		h3n2	ha
A/NewYork/402/2001	other_database_import		h3n2	ha
A/Bangkok/109/2002-egg	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	h3n2	ha
A/Bangkok/109/2002	other_database_import	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	h3n2	ha
A/WesternAustralia/17/2001	other_database_import		h3n2	ha
A/WesternAustralia/16/2001	other_database_import		h3n2	ha
A/WesternAustralia/15/2001	other_database_import		h3n2	ha
A/Victoria/102/2003	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	h3n2	ha
A/Victoria/102/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	h3n2	ha
A/Victoria/101/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	h3n2	ha
A/NewYork/100/2002	other_database_import		h3n2	ha
A/Netherlands/311/2002	erasmus_medical_center		h3n2	ha
A/Brisbane/24/2002-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	h3n2	ha
A/Wellington/86/2002	other_database_import		h3n2	ha
A/Queensland/22/2002	other_database_import		h3n2	ha
A/Auckland/607/2001	other_database_import		h3n2	ha
A/Wellington/34/2001	other_database_import		h3n2	ha
A/Auckland/602/2001	other_database_import		h3n2	ha
A/Waikato/105/2001	other_database_import		h3n2	ha
A/Auckland/604/2001	other_database_import		h3n2	ha
A/Brazil/1404/2003-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention	h3n2	ha
A/Waikato/31/2002	other_database_import		h3n2	ha
A/Wellington/6/2002	other_database_import		h3n2	ha
A/Auckland/610/2002	other_database_import		h3n2	ha
A/WesternAustralia/28/2002	other_database_import		h3n2	ha
A/Wellington/33/2002	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research_(esr)	h3n2	ha
A/Sydney/44/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim	h3n2	ha
A/Wellington/33/2002-egg	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research_(esr)	h3n2	ha
A/Queensland/14/2001	other_database_import		h3n2	ha
A/Queensland/17/2001	other_database_import		h3n2	ha
A/NewYork/85/2001	other_database_import		h3n2	ha
A/NewYork/105/2002	other_database_import		h3n2	ha
A/HongKong/CUHK13216/2002	other_database_import		h3n2	ha
A/HongKong/CUHK21582/2002	other_database_import		h3n2	ha
A/HongKong/CUHK6210/2002	other_database_import		h3n2	ha
A/HongKong/CUHK13249/2002	other_database_import		h3n2	ha
A/HongKong/CUHK6206/2002	other_database_import		h3n2	ha
A/HongKong/CUHK21957/2002	other_database_import		h3n2	ha
A/HongKong/CUHK23111/2002	other_database_import		h3n2	ha
A/Singapore/27/2002	who_collaborating_centre_for_reference_and_research_on_influenza	singapore_general_hospital	h3n2	ha
A/Queensland/18/2001	other_database_import		h3n2	ha
A/Queensland/11/2001	other_database_import		h3n2	ha
A/Queensland/20/2001	other_database_import		h3n2	ha
A/Denmark/26/2002	other_database_import		h3n2	ha
A/NewYork/90/2002	other_database_import		h3n2	ha
A/Denmark/22/2002	other_database_import		h3n2	ha
A/Auckland/603/2001	other_database_import		h3n2	ha
A/NewYork/80/2001	other_database_import		h3n2	ha
A/NewYork/401/2001	other_database_import		h3n2	ha
A/Queensland/16/2001	other_database_import		h3n2	ha
A/Denmark/24/2002	other_database_import		h3n2	ha
A/NewYork/86/2002	other_database_import		h3n2	ha
A/Missouri/NHRC0001/2002	other_database_import		h3n2	ha
A/WesternAustralia/27/2002	other_database_import		h3n2	ha
A/Denmark/4/2002	other_database_import		h3n2	ha
A/Denmark/1/2002	other_database_import		h3n2	ha
A/NewYork/92/2002	other_database_import		h3n2	ha
A/NewYork/84/2001	other_database_import		h3n2	ha
A/NewYork/414/2002	other_database_import		h3n2	ha
A/Texas/NHRC0001/2002	other_database_import		h3n2	ha
A/Denmark/128/2004	other_database_import		h3n2	ha
A/NewYork/216/2003	other_database_import		h3n2	ha
A/NewYork/215/2003	other_database_import		h3n2	ha
A/NewYork/110/2002	other_database_import		h3n2	ha
A/NewYork/89/2002	other_database_import		h3n2	ha
A/NewYork/93/2002	other_database_import		h3n2	ha
A/NewYork/404/2002	other_database_import		h3n2	ha
A/NewYork/412/2002	other_database_import		h3n2	ha
A/NewYork/416/2002	other_database_import		h3n2	ha
A/NewYork/103/2002	other_database_import		h3n2	ha
A/Taiwan/3565/2002	other_database_import		h3n2	ha
A/Taiwan/3446/2002	other_database_import		h3n2	ha
A/Netherlands/333/2002	erasmus_medical_center		h3n2	ha
A/Denmark/8/2002	other_database_import		h3n2	ha
A/Netherlands/56/2003	erasmus_medical_center	erasmus_medical_center	h3n2	ha
A/Romania/972/2003-egg	centers_for_disease_control_and_prevention		h3n2	ha
A/Sofia/141/2003-egg	centers_for_disease_control_and_prevention		h3n2	ha
A/Sofia/141/2003	other_database_import		h3n2	ha
A/NewYork/418/2002	other_database_import		h3n2	ha
A/Genoa/1/2002	other_database_import		h3n2	ha
A/Singapore/30/2002	who_collaborating_centre_for_reference_and_research_on_influenza	singapore_general_hospital	h3n2	ha
A/Morioka/34/2002	other_database_import		h3n2	ha
A/Morioka/52/2002	other_database_import		h3n2	ha
A/Denmark/13/2002	other_database_import		h3n2	ha
A/Brisbane/34/2002-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	h3n2	ha
A/Dunedin/18/2002	other_database_import		h3n2	ha
A/Canterbury/72/2002	other_database_import		h3n2	ha
A/NewYork/135/2002	other_database_import		h3n2	ha
A/NewYork/276/2002	other_database_import		h3n2	ha
A/NewYork/124/2001	other_database_import		h3n2	ha
A/NewYork/131/2001	other_database_import		h3n2	ha
A/NewYork/411/2002	other_database_import		h3n2	ha
A/NewYork/83/2001	other_database_import		h3n2	ha
A/NewYork/410/2002	other_database_import		h3n2	ha
A/NewYork/115/2002	other_database_import		h3n2	ha
A/NewYork/88/2002	other_database_import		h3n2	ha
A/NewYork/136/2002	other_database_import		h3n2	ha
A/NewYork/127/2001	other_database_import		h3n2	ha
A/NewYork/108/2002	other_database_import		h3n2	ha
A/NewYork/119/2002	other_database_import		h3n2	ha
A/NewYork/134/2002	other_database_import		h3n2	ha
A/NewYork/77/2001	other_database_import		h3n2	ha
A/NewYork/94/2001	other_database_import		h3n2	ha
A/NewYork/71/2001	other_database_import		h3n2	ha
A/NewYork/55/2001-egg	who_collaborating_centre_for_reference_and_research_on_influenza	centers_for_disease_control_and_prevention	h3n2	ha
A/NewYork/55/2001	other_database_import	centers_for_disease_control_and_prevention	h3n2	ha
A/NewYork/125/2002	other_database_import		h3n2	ha
A/NewYork/120/2002	other_database_import		h3n2	ha
A/NewYork/405/2002	other_database_import		h3n2	ha
A/NewYork/82/2001	other_database_import		h3n2	ha
